fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Sep,12,HARYANA,1201,AMBALA,83920,367.0322558,15,1,2.6381695,208,242,453,32884,20636,10026,0,0,22.5277,145.8607565,2115,2402,10216,16533,0,37472,52374,661,120.694887,20033,34,50.89,33.3,99.9,NA
2024-2025,Sep,12,HARYANA,1204,KAITHAL,474300,436.7276097,16,57,31.5401311,456,39,1777,310510,138759,37643,0,0,26.21377,1413.836802,18764,24087,37506,77751,0,68649,127086,2233,1356.082901,223688,41,91.56,3.16,106.74,NA
2024-2025,Sep,12,HARYANA,1211,REWARI,71980,417.8297604,18,0,0.62806,172,244,348,34634,21438,8785,0,0,17.27762,162.6168392,1851,2200,7609,14108,0,40266,77349,520,144.7111592,25649,6,79.79,9.48,109.71,NA
2024-2025,Sep,12,HARYANA,1213,BHIWANI,334050,394.4846843,19,20,255.4999739,569,55,1756,312415,164181,42306,0,0,27.98627,1515.91557,15909,20618,37027,78667,0,86579,168957,2325,1232.429326,198031,2,67.97,12.21,110.91,NA
2024-2025,Sep,12,HARYANA,1219,MEWAT,268710,421.6646147,26,1,2557.204141,268,157,2407,237630,1289,819,0,0,60.77615,3619.981915,9085,10828,55993,65664,21,151821,194810,2675,1002.001624,105913,12,21.06,8.04,100.36,NA
2024-2025,Dec,12,HARYANA,1217,PANCHKULA,109500,379.2838587,28,0,160.6079544,190,28,223,73984,20147,3033,0,0,36.7484,477.9657244,2612,2958,6503,11159,6,17319,25889,413,280.60937,24120,38,57.47,11.56,100,NA
2024-2025,Dec,12,HARYANA,1209,FARIDABAD,66725,319.0396983,34,0,25.6759509,19,68,85,20152,3873,884,0,0,19.18197,109.1508009,581,686,2788,3287,2,7890,8671,104,64.29288,8645,3,59.46,19.43,162.62,NA
2024-2025,Dec,12,HARYANA,1217,PANCHKULA,109500,381.1048058,28,0,160.6079544,190,29,223,73183,19921,3030,0,0,36.7484,476.2602844,2604,2949,6500,11155,6,17319,25888,413,278.90393,23791,38,57.46,11.4,100,NA
2024-2025,Dec,12,HARYANA,1220,JHAJJAR,294850,372.7914422,34,1,99.03267489,328,64,447,192340,94995,14994,0,0,53.36145,869.4211849,5653,6797,16414,29235,9,64276,107544,775,717.02706,114268,13,78.45,20.53,99.97,NA
2024-2025,Dec,12,HARYANA,1221,PALWAL,92410,526.4192987,28,1,0,86,222,895,42547,3107,2082,0,0,3.71226,227.687879,1508,1838,10335,14187,1,38733,52761,981,223.975619,17209,28,42.08,3.35,164.96,NA
2024-2025,Dec,12,HARYANA,1202,YAMUNANAGAR,230450,389.1735274,30,0,210.0222139,558,122,523,109207,33255,9922,0,0,43.00776,678.034708,3551,4684,13955,25210,22,48007,76794,1081,425.0047341,38471,27,60.95,16.19,100.2,NA
2024-2025,Dec,12,HARYANA,1209,FARIDABAD,66725,314.9758965,34,0,25.6759509,19,68,85,20412,4081,886,0,0,19.18197,109.1508009,586,691,2790,3291,2,7897,8684,104,64.29288,8697,3,58.92,19.26,162.62,NA
2024-2025,Dec,12,HARYANA,1216,SIRSA,799450,452.6810581,16,68,1070.331134,2195,31,2223,526934,327094,87107,0,0,81.20205,3536.86359,32598,45200,59360,137564,0,125073,267533,4418,2385.330407,329825,18,70.69,4.54,132.79,NA
2024-2025,Dec,12,HARYANA,1201,AMBALA,141220,366.8355294,19,1,35.56731019,321,191,364,58565,35662,10243,0,0,45.40107,295.805608,3053,3498,10484,16946,0,37608,52570,685,214.8372278,35692,30,57.39,26.08,100,NA
2024-2025,Dec,12,HARYANA,1203,KURUKSHETRA,398860,376.9847417,30,11,382.8711244,453,68,1101,325943,113813,20161,0,0,68.18137,1679.807871,10763,14581,24169,53478,37,64382,123076,1554,1228.755377,220427,10,65.78,13.08,102.24,NA
2024-2025,Dec,12,HARYANA,1208,ROHTAK,499450,397.2035495,33,1,242.0038652,521,19,590,333513,166253,22432,0,0,50.56718,1617.296519,9819,12618,22804,41682,35,42748,71720,1111,1324.725474,199028,12,75.7,14.22,122.58,NA
2024-2025,Dec,12,HARYANA,1213,BHIWANI,514400,382.2795839,26,22,406.581009,1084,47,1447,484382,258093,42852,0,0,61.21045,2319.484953,18509,24383,37692,79895,3,87193,169971,2531,1851.693494,310044,2,68.29,11.01,111.49,NA
2024-2025,Dec,12,HARYANA,1217,PANCHKULA,109500,373.2251643,27,0,160.6079544,190,29,222,72285,19602,3029,0,0,36.7484,467.1421644,2588,2928,6500,11150,6,17313,25878,412,269.78581,23417,38,57.27,11.58,100,NA
2024-2025,Dec,12,HARYANA,1219,MEWAT,384370,406.2315075,33,1,2787.339579,854,127,2312,389799,2748,853,0,0,111.72432,4482.550253,11557,13785,57296,67444,21,153285,196672,3166,1583.486354,173001,12,11.55,4.72,102.37,NA
2024-2025,Dec,12,HARYANA,1204,KAITHAL,590570,435.5174441,17,58,81.4011954,885,33,1366,363539,160658,37727,0,0,67.56925,1732.246207,20512,26410,37811,78080,0,68934,127272,2251,1583.275761,263047,40,90.5,3.37,108.36,NA
2024-2025,Dec,12,HARYANA,1205,KARNAL,698110,383.2830813,26,22,298.4141152,969,109,1048,485880,254217,52734,0,0,79.53625,2240.246201,18243,24345,45770,94449,2,92167,167750,2017,1862.295836,325527,18,82.25,9.94,126.96,NA
2024-2025,Dec,12,HARYANA,1218,FATEHABAD,1215605,396.1564898,24,66,3087.044028,3140,2,3596,1053730,623360,84313,0,0,116.64818,7378.111988,42884,66371,62385,135702,28,76353,157918,6736,4174.41978,657986,11,64.71,10.27,104.56,NA
2024-2025,Dec,12,HARYANA,1220,JHAJJAR,294850,374.3704681,32,1,99.03267489,326,66,438,172884,83585,14890,0,0,53.36145,799.6207649,5244,6273,16315,29026,6,64085,107247,764,647.22664,102205,15,77.62,21.26,99.95,NA
2024-2025,Nov,12,HARYANA,1202,YAMUNANAGAR,200100,395.7392176,29,0,210.0222139,550,125,426,94176,27332,9671,0,0,42.59264,625.3062195,3165,4111,13722,24697,4,47851,76533,976,372.6913656,32734,31,58.41,17.22,100.24,NA
2024-2025,Nov,12,HARYANA,1212,MAHENDRAGARH,255640,430.2140032,24,0,357.1832077,746,113,825,105646,24982,8602,0,0,58.44961,870.1367035,4228,5132,17392,27928,1,65710,92335,1571,454.5038858,51527,11,35.85,21.72,107.62,NA
2024-2025,Nov,12,HARYANA,1218,FATEHABAD,1091005,398.00736,23,63,3087.044028,3041,2,3578,1001853,591712,84226,0,0,116.64818,7191.140884,41763,64376,62308,135545,26,76240,157701,6619,3987.448676,622865,10,63.93,10.54,104.87,NA
2024-2025,Nov,12,HARYANA,1219,MEWAT,343695,408.1879975,32,1,2787.339579,810,134,2283,355975,2500,847,0,0,105.01829,4345.405093,10821,12945,56973,67015,21,152903,196210,3093,1453.047224,157831,13,12.77,5.35,101.2,NA
2024-2025,Nov,12,HARYANA,1220,JHAJJAR,275000,375.5504151,31,1,99.03267489,324,66,431,157810,77525,14838,0,0,53.36145,745.0502349,5010,5987,16269,28940,3,64035,107174,755,592.65611,93508,15,76.09,22.68,99.94,NA
2024-2025,Nov,12,HARYANA,1208,ROHTAK,462300,402.4784459,32,1,242.0038652,487,19,627,306246,152107,22325,0,0,50.56718,1525.145187,9442,12086,22681,41479,26,42675,71617,1114,1232.574141,181601,14,74.85,14.29,124.12,NA
2024-2025,Dec,12,HARYANA,1201,AMBALA,141220,362.5356645,18,1,35.56731019,316,191,396,56487,34316,10236,0,0,45.40107,285.753901,3010,3448,10477,16929,0,37569,52510,712,204.7855208,34360,33,57.01,26.22,99.91,NA
2024-2025,Dec,12,HARYANA,1207,SONIPAT,369388,405.6311869,30,6,227.6419057,284,101,482,212410,106103,12721,0,0,58.87429,1148.1174,6915,8981,15339,25023,13,45130,66100,766,861.6012041,129975,12,74.63,12.48,100.71,NA
2024-2025,Dec,12,HARYANA,1213,BHIWANI,514400,388.7912642,24,22,406.581009,1067,48,1429,451093,239144,42665,0,0,60.62796,2221.019146,18087,23789,37529,79607,2,87055,169756,2496,1753.810177,286905,2,66.88,11.36,112.25,NA
2024-2025,Dec,12,HARYANA,1217,PANCHKULA,109500,380.2423568,27,0,160.6079544,206,29,212,66039,18241,3015,0,0,36.7484,448.4646044,2440,2754,6466,11094,4,17295,25851,418,251.10825,21632,36,55.75,11.91,99.92,NA
2024-2025,Dec,12,HARYANA,1221,PALWAL,92410,538.4061362,28,1,0,86,222,900,41247,2561,2081,0,0,3.71226,225.788639,1468,1793,10348,14221,1,38750,52792,986,222.076379,16689,29,41.08,3.41,164.96,NA
2024-2025,Dec,12,HARYANA,1201,AMBALA,141220,367.1224773,19,1,35.56731019,319,191,394,58507,35609,10243,0,0,45.40107,295.760728,3049,3494,10484,16946,0,37602,52563,713,214.7923478,35657,33,57.45,26.01,99.98,NA
2024-2025,Dec,12,HARYANA,1202,YAMUNANAGAR,230450,390.5582383,30,0,210.0222139,550,125,541,102397,30476,9706,0,0,43.00776,652.9498932,3344,4349,13763,24782,15,47943,76675,1091,399.9199193,35861,28,60.08,16.57,100.31,NA
2024-2025,Dec,12,HARYANA,1205,KARNAL,698110,383.2087856,26,22,298.4141152,980,108,1131,488451,255683,52740,0,0,79.53625,2249.737511,18326,24446,45777,94471,2,92204,167816,2111,1871.787146,327633,18,82.09,10,126.8,NA
2024-2025,Dec,12,HARYANA,1206,PANIPAT,390950,358.5736883,36,6,426.137046,517,20,497,294427,141848,16611,0,0,54.9592,1536.833999,8112,10722,18260,34192,38,41537,69815,1014,1055.737753,186079,12,61.97,10.71,100.87,NA
2024-2025,Dec,12,HARYANA,1207,SONIPAT,369388,406.7860873,31,6,227.6419057,289,101,495,221653,111114,12773,0,0,58.87429,1188.169762,7046,9158,15395,25106,13,45262,66279,784,901.6535661,135994,12,75.35,12.21,100.94,NA
2024-2025,Dec,12,HARYANA,1209,FARIDABAD,66725,325.1398964,34,0,25.6759509,19,69,82,19300,3371,867,0,0,19.18197,107.6099209,557,651,2764,3245,2,7877,8654,101,62.752,8389,4,58.34,20.22,158.67,NA
2024-2025,Dec,12,HARYANA,1218,FATEHABAD,1215605,395.0019261,25,68,3087.044028,3341,2,3663,1108717,657893,84426,0,0,116.64818,7583.145713,43987,68142,62493,135910,61,76484,158175,7004,4379.453505,695748,11,65.05,9.98,104.37,NA
2024-2025,Dec,12,HARYANA,1201,AMBALA,141220,367.1224773,19,1,35.56731019,317,191,396,58507,35609,10243,0,0,45.40107,295.760728,3049,3494,10484,16946,0,37602,52563,713,214.7923478,35657,33,57.44,26.01,99.98,NA
2024-2025,Dec,12,HARYANA,1208,ROHTAK,499450,398.2249335,33,1,242.0038652,518,19,615,325729,162043,22403,0,0,50.56718,1589.705139,9710,12466,22769,41627,35,42725,71692,1133,1297.134094,193811,14,75.2,14.53,122.87,NA
2024-2025,Dec,12,HARYANA,1211,REWARI,92450,403.2406311,22,0,151.4804343,205,207,335,51909,32857,9069,0,0,45.53666,406.3352735,2293,2762,7805,14503,1,40487,77658,540,209.3181792,39066,6,75.07,9.19,106.81,NA
2024-2025,Dec,12,HARYANA,1217,PANCHKULA,109500,379.1107925,27,0,160.6079544,205,29,219,69391,19018,3024,0,0,36.7484,460.4251244,2508,2839,6482,11125,5,17309,25874,424,263.06877,22713,36,56.39,11.57,100,NA
2024-2025,Aug,12,HARYANA,1206,PANIPAT,293125,351.3327764,23,2,355.236425,335,34,515,152886,78164,16759,0,0,29.52667,921.9017235,6395,8258,18299,34648,0,42452,71773,850,537.1386285,99258,14,59.33,13.66,101.22,NA
2024-2025,Aug,12,HARYANA,1220,JHAJJAR,180650,382.3014175,20,0,3.7126536,120,125,478,72169,37811,14514,0,0,21.09527,300.7110336,3439,4055,15790,28353,0,63684,106835,598,275.90311,43963,19,83.6,14.58,99.32,NA
2024-2025,Aug,12,HARYANA,1222,CHARKI DADRI,53450,404.4467724,17,11,55.8410924,67,69,525,39643,18814,7244,0,0,13.08379,229.2597164,2331,2859,9365,16774,0,30750,53440,592,160.334834,24389,1,96.05,0.36,103,NA
2024-2025,Aug,12,HARYANA,1202,YAMUNANAGAR,144140,420.6584027,27,0,92.165151,87,362,312,57421,15254,9428,0,0,20.45555,354.1669624,2103,2719,13436,24205,0,47594,76111,399,241.5462614,20593,26,60.72,16.96,100.36,NA
2024-2025,Aug,12,HARYANA,1213,BHIWANI,292200,407.9090202,18,16,255.4999739,530,65,1714,236484,125579,41978,0,0,27.98627,1248.125811,13129,16857,36610,77775,0,86297,168431,2244,964.6395674,151074,2,66.51,13.54,109.09,NA
2024-2025,Aug,12,HARYANA,1217,PANCHKULA,57365,381.8946345,23,0,42.3302641,106,47,245,40611,11505,2962,0,0,16.50039,213.9218841,1759,1966,6330,10869,0,17225,25724,351,155.09123,13332,32,52.2,15.47,100,NA
2024-2025,Sep,12,HARYANA,1208,ROHTAK,398140,415.1198687,22,1,189.3466585,342,35,696,167814,82218,22065,0,0,22.67757,908.6534849,7303,9173,22341,40893,4,42307,71048,1038,696.6292564,100757,11,76.38,9.4,141.69,NA
2024-2025,Sep,12,HARYANA,1209,FARIDABAD,47200,315.6808433,28,0,0,9,77,78,13755,1895,867,0,0,7.64047,51.06237,481,565,2756,3231,1,7734,8453,87,43.4219,5701,2,60.52,13.81,124.54,NA
2024-2025,Sep,12,HARYANA,1215,HISAR,1052710,425.9842427,21,36,2690.371819,1758,15,3307,974395,545720,85620,0,0,68.23607,6909.37705,45784,62575,71047,151904,5,121143,240261,5065,4150.769162,634164,5,51.31,15.02,100.63,NA
2024-2025,Sep,12,HARYANA,1216,SIRSA,617650,476.5820516,12,59,727.9068851,1582,47,2672,313223,189775,85588,0,0,33.30112,2253.972605,25503,34997,58224,135066,0,123931,265347,4254,1492.7646,191769,21,79.53,4,134.16,NA
2024-2025,Sep,12,HARYANA,1222,CHARKI DADRI,64300,402.4442222,18,11,55.8410924,96,66,500,47790,22642,7291,0,0,13.08379,261.2529762,2536,3125,9433,16879,0,30780,53483,596,192.3280938,29071,1,96.73,0.3,104.51,NA
2024-2025,Aug,12,HARYANA,1208,ROHTAK,357150,416.0282414,18,1,189.3466585,283,44,709,114023,57602,21974,0,0,22.67757,686.3921102,6141,7707,22203,40671,4,42229,70929,992,474.3678817,70048,11,82.38,8.55,139.51,NA
2024-2025,Aug,12,HARYANA,1212,MAHENDRAGARH,161500,495.1608719,21,0,310.5241749,461,166,925,57882,13127,8375,0,0,22.59282,619.7260108,2667,3236,16907,27278,0,65351,91908,1386,286.6090159,29180,12,41.68,24.36,110.74,NA
2024-2025,Aug,12,HARYANA,1213,BHIWANI,292200,415.3093376,18,16,255.4999739,530,65,1722,251461,133621,42042,0,0,27.98627,1327.827257,13557,17455,36694,77933,0,86378,168576,2252,1044.341013,160816,2,66.31,13.32,109.64,NA
2024-2025,Aug,12,HARYANA,1215,HISAR,833465,438.3147432,18,79,2690.371819,1477,19,3332,793209,449404,85235,0,0,68.23607,6235.35988,41893,56638,70481,150926,1,120760,239656,4809,3476.751991,517729,6,49.04,16.09,100.36,NA
2024-2025,Aug,12,HARYANA,1222,CHARKI DADRI,53450,407.0053025,17,11,55.8410924,67,68,526,42674,20311,7263,0,0,13.08379,242.6103252,2419,2974,9385,16809,0,30772,53472,593,173.6854428,26105,1,96.33,0.33,104.5,NA
2024-2025,Aug,12,HARYANA,1211,REWARI,64980,428.7456354,17,0,0.62806,5,288,542,25613,16169,8660,0,0,17.27762,127.7202996,1440,1702,7503,13909,0,40238,77301,547,109.8146196,19174,6,81.21,8.28,106.95,NA
2024-2025,Aug,12,HARYANA,1219,MEWAT,233490,453.1013844,23,1,2557.204141,193,184,2224,170184,584,809,0,0,60.77615,3389.086351,7185,8559,55135,64501,13,151141,193922,2417,771.10606,76124,14,20,6.76,99.41,NA
2024-2025,Aug,12,HARYANA,1221,PALWAL,48285,507.4269271,26,1,0,4,228,966,38983,2177,2100,0,0,3.71226,201.522499,1495,1846,10624,14739,1,38955,53214,970,197.810239,16107,30,37.89,4.47,154.84,NA
2024-2025,Aug,12,HARYANA,1201,AMBALA,66470,375.5461764,14,1,2.6381695,182,250,469,27738,17084,9942,0,0,22.5165,129.3236679,1871,2114,10149,16445,0,37464,52381,651,104.1689984,17505,34,50.61,36.87,100,NA
2024-2025,Aug,12,HARYANA,1203,KURUKSHETRA,315910,377.6743701,26,8,126.1741399,216,131,1258,238920,82508,19797,0,0,32.15929,1060.673035,9010,12143,23738,52554,6,63835,122187,1474,902.339605,162680,16,72.53,9.23,101.19,NA
2024-2025,Aug,12,HARYANA,1206,PANIPAT,293125,350.3908985,25,2,355.236425,336,32,518,169374,84781,16803,0,0,29.52667,978.2341755,6737,8701,18351,34739,0,42473,71811,854,593.4710805,109398,14,59.17,13.25,101.12,NA
2024-2025,Aug,12,HARYANA,1209,FARIDABAD,39850,284.7680048,23,0,0,6,82,79,9914,1630,868,0,0,7.64047,35.87237,423,500,2735,3202,1,7729,8446,85,28.2319,4167,2,59.15,16.64,116.29,NA
2024-2025,Aug,12,HARYANA,1213,BHIWANI,292200,415.4684671,18,16,255.4999739,530,64,1724,252313,133920,42045,0,0,27.98627,1331.767197,13567,17467,36705,77969,0,86383,168591,2254,1048.280953,161458,2,66.3,13.37,109.59,NA
2024-2025,Aug,12,HARYANA,1218,FATEHABAD,620290,422.6848832,17,44,3075.390008,2189,5,3952,542793,319575,83298,0,0,68.78146,5438.475426,30795,45815,61436,133654,0,75560,156202,6141,2294.303958,335399,11,53,13.18,103.59,NA
2024-2025,July,12,HARYANA,1203,KURUKSHETRA,275560,378.4431345,24,8,126.1741399,216,150,1229,206901,72039,19727,0,0,32.15929,941.3360596,8277,11044,23582,52249,0,63694,121965,1445,783.0026297,141382,16,74.15,9.26,100.41,NA
2024-2025,July,12,HARYANA,1208,ROHTAK,304900,399.0861914,16,1,189.3466585,235,50,748,92016,48057,21929,0,0,22.67757,579.2473784,5673,7054,22158,40576,4,42186,70864,983,367.2231499,57019,12,80.74,10.34,127.31,NA
2024-2025,July,12,HARYANA,1212,MAHENDRAGARH,120550,514.5103362,20,0,310.5241749,452,180,919,47618,11098,8335,0,0,22.59282,578.1165268,2305,2790,16774,27081,0,65331,91869,1371,244.9995319,23637,12,40.83,23.33,113.58,NA
2024-2025,July,12,HARYANA,1216,SIRSA,421250,569.3718279,9,39,727.9068851,1526,68,2493,173474,104697,84552,0,0,33.30112,1748.92009,18819,25294,57398,133229,0,123510,264408,4019,987.7120848,107466,22,85.52,4.47,126.74,NA
2024-2025,Aug,12,HARYANA,1206,PANIPAT,293125,329.3918512,22,2,355.236425,334,36,511,142444,73165,16742,0,0,29.52667,853.9620235,6196,7950,18281,34619,0,42438,71749,845,469.1989285,92434,14,57.28,14.24,101.16,NA
2024-2025,Aug,12,HARYANA,1208,ROHTAK,357150,388.4370056,16,1,189.3466585,252,48,731,99694,50650,21945,0,0,22.67757,599.2726169,5903,7348,22182,40614,4,42195,70880,983,387.2483884,61410,12,80.41,9.37,133.03,NA
2024-2025,Aug,12,HARYANA,1221,PALWAL,48285,511.8966831,25,1,0,4,228,964,36781,1997,2117,0,0,3.71226,191.992979,1424,1748,10693,14865,1,39086,53435,968,188.280719,15280,30,36.97,4.61,155.38,NA
2024-2025,Aug,12,HARYANA,1202,YAMUNANAGAR,144140,428.9773104,27,0,92.165151,87,362,312,57421,15254,9430,0,0,20.45555,358.9437624,2103,2719,13436,24207,0,47601,76127,399,246.3230614,20593,26,60.72,16.96,100.35,NA
2024-2025,Aug,12,HARYANA,1203,KURUKSHETRA,315910,374.454911,25,8,126.1741399,216,135,1247,223707,77790,19773,0,0,32.15929,996.0152776,8647,11585,23679,52432,1,63790,122103,1463,837.6818477,152365,16,73.62,9.32,101.12,NA
2024-2025,Aug,12,HARYANA,1206,PANIPAT,293125,347.3445395,24,2,355.236425,335,34,517,158757,80624,16770,0,0,29.52667,936.1968655,6553,8445,18320,34676,0,42463,71790,852,551.4337705,103254,14,57.69,13.89,101.2,NA
2024-2025,Aug,12,HARYANA,1207,SONIPAT,237713,432.199468,23,5,180.0557308,141,143,449,121739,61098,12352,0,0,28.55001,734.7610511,5279,6767,14889,24279,0,44603,65354,590,526.1553103,75109,16,77.14,18.21,100.45,NA
2024-2025,Aug,12,HARYANA,1214,JIND,379650,362.4945874,16,18,1221.188708,949,10,1812,288285,160840,49269,0,0,43.58476,2309.790989,17772,21770,39977,86963,0,68341,137486,2761,1045.017521,193771,12,54.04,33.9,100,NA
2024-2025,Aug,12,HARYANA,1215,HISAR,833465,433.2903471,18,79,2690.371819,1399,20,3390,764633,433740,85102,0,0,68.23607,6071.688868,41301,55788,70350,150670,1,120710,239563,4789,3313.08098,499107,6,49.21,15.49,100.1,NA
2024-2025,July,12,HARYANA,1203,KURUKSHETRA,275560,356.3252379,19,7,126.1741399,135,178,1263,124176,44723,19554,0,0,32.15929,600.8038573,6378,8339,23309,51662,0,63524,121636,1398,442.4704274,84609,17,65.35,11.9,100.47,NA
2024-2025,July,12,HARYANA,1206,PANIPAT,228675,334.8452349,17,2,355.236425,327,43,479,82264,42432,16519,0,0,29.52667,660.220179,4594,5800,18059,34219,0,42426,71754,806,275.457084,53413,15,50.83,15.17,99.94,NA
2024-2025,July,12,HARYANA,1207,SONIPAT,202463,466.9019401,18,4,180.0557308,124,175,417,68580,32809,12129,0,0,28.55001,528.8070913,3705,4671,14630,23823,0,44438,65074,541,320.2013505,42425,17,66.62,26.07,99.89,NA
2024-2025,July,12,HARYANA,1209,FARIDABAD,35600,329.6230284,21,0,0,3,87,73,3804,471,835,0,0,7.24834,19.7872,177,227,2655,3098,0,7702,8399,76,12.53886,1497,2,41.86,35.75,148.3,NA
2024-2025,July,12,HARYANA,1214,JIND,305050,383.8253697,13,16,1221.188708,897,11,1791,216740,121994,49123,0,0,43.58476,2096.676574,15732,19096,39804,86602,0,68129,137081,2688,831.9031063,147510,13,51.44,34.59,99.97,NA
2024-2025,July,12,HARYANA,1215,HISAR,609795,466.5184492,15,66,2690.371819,446,26,4055,478655,271088,84243,0,0,68.23607,4991.621772,31887,42560,69411,148904,1,120148,238580,4501,2233.013883,312908,6,48.15,15.23,99.76,NA
2024-2025,July,12,HARYANA,1203,KURUKSHETRA,275560,340.480156,18,7,126.1741399,135,182,1252,115514,42519,19500,0,0,32.15929,551.6356773,6120,7972,23241,51551,0,63511,121617,1387,393.3022474,78502,17,63.92,12.57,100.42,NA
2024-2025,July,12,HARYANA,1205,KARNAL,480620,520.9200762,13,2,60.88337528,172,220,1430,47914,23068,51383,0,0,33.49902,343.9760406,3661,4453,44228,91525,0,91565,166621,1602,249.5936453,34535,20,49.56,18.44,102.93,NA
2024-2025,July,12,HARYANA,1208,ROHTAK,304900,612.0242899,12,1,189.3466585,192,60,730,32455,17225,21775,0,0,22.67757,410.6567118,2558,3104,21955,40238,0,42104,70742,922,198.6324833,19814,12,67.43,17.42,116.02,NA
2024-2025,July,12,HARYANA,1217,PANCHKULA,47550,377.3600497,21,0,42.3302641,81,53,247,32190,9268,2938,0,0,16.50039,180.3028541,1496,1664,6298,10804,0,17158,25637,328,121.4722,10022,30,51.96,14.63,99.86,NA
2024-2025,July,12,HARYANA,1220,JHAJJAR,146150,390.1210194,17,0,3.7126536,90,136,495,48422,24452,14450,0,0,21.09527,213.7123236,2812,3286,15699,28208,0,63599,106722,585,188.9044,29092,20,80.6,16.95,99.65,NA
2024-2025,May,12,HARYANA,1203,KURUKSHETRA,89440,795.8424725,9,0,0.26747,120,333,1101,4906,2172,19065,0,0,0,39.3115017,498,580,22707,50337,0,63194,120948,1221,39.0440317,2836,19,50.8,13.2,99.87,NA
2024-2025,May,12,HARYANA,1208,ROHTAK,126900,3246.161639,9,1,0,133,75,737,3594,1328,21702,0,0,0,116.6670493,363,430,21894,40100,0,41992,70519,870,116.6670493,1831,13,82.07,0,101.93,NA
2024-2025,May,12,HARYANA,1209,FARIDABAD,14200,30.82014388,16,0,0,3,98,71,1946,586,838,0,0,0,0.59976,115,141,2653,3091,0,7650,8326,74,0.59976,889,2,38.85,25.18,100,NA
2024-2025,May,12,HARYANA,1210,GURUGRAM,15775,393.0780027,17,0,0,11,144,165,3705,1570,1927,0,0,0,14.56354,213,227,2940,3773,0,14038,18193,176,14.56354,2306,0,28.21,0,100,NA
2024-2025,May,12,HARYANA,1221,PALWAL,19135,861.2008548,17,0,0,0,251,936,6551,16,2050,0,0,0,56.417268,374,430,10157,14092,0,38958,53270,936,56.417268,2565,31,41,0,167.61,NA
2023-2024,Oct,12,HARYANA,1207,SONIPAT,254340,340.252666,29,12,115.3371656,263,56,577,254340,134480,13909,0,0,68.35411,1049.089906,8506,11185,17610,27954,26,43689,64041,840,865.3986307,154276,28,74.27,19.06,99.98,NA
2023-2024,Oct,12,HARYANA,1217,PANCHKULA,71227,348.0500531,27,0,33.95471024,99,38,221,71227,18608,3371,0,0,35.45036,317.3106815,2593,3078,7374,12583,3,16529,24933,320,247.9056113,21531,29,65.11,16.19,103.8,NA
